ContemporaryWater,Treatment_code,HistoricPlant,HistoricWater,HistoricNitrogen,Strain,Block,Aboveground_biomass,Belowground_biomass,Total_biomass,Leaf_count,Height,Nodule_count,NoduleCounter,Herbivory,Note
Dry,AWN,Absent,Wet,Nitrogen,Strain297,D20,109,71.8,180.8,5,4.25,52,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain298,D20,101,78.5,179.5,4,6.25,25,KR,,
Dry,ADC,Absent,Dry,Control,Strain299,D20,128,54.3,182.3,4,6.5,32,KR,,
Dry,ADC,Absent,Dry,Control,Strain300,D20,53,19.5,72.5,2,4.5,11,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain301,D20,82,26.3,108.3,2,5.5,24,KR,1,
Dry,ADN,Absent,Dry,Nitrogen,Strain302,D20,46,21.1,67.1,3,4.5,20,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain303,D20,54,21.5,75.5,3,6.5,17,KR,,
Dry,PWC,Present,Wet,Control,Strain304,D20,86,52.6,138.6,3,7.25,36,KR,,
Dry,PWC,Present,Wet,Control,Strain305,D20,72,34.6,106.6,4,4.75,10,KR,,
Dry,PWC,Present,Wet,Control,Strain306,D20,69,34.7,103.7,3,6,20,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain307,D20,64,30.1,94.1,3,3.75,20,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain308,D20,60,21.7,81.7,3,5.75,11,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain309,D20,83,49.4,132.4,4,4.25,24,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain310,D20,52,26.3,78.3,4,5,19,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain311,D20,98,50.2,148.2,4,5,32,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain312,D20,94,45.7,139.7,4,5.75,41,KR,,
Dry,AWC,Absent,Wet,Control,Strain313,D20,82,33.1,115.1,4,4.75,33,KR,,
Dry,AWC,Absent,Wet,Control,Strain314,D20,71,35.5,106.5,3,4.75,18,KR,,
Dry,AWC,Absent,Wet,Control,Strain315,D20,74,38.7,112.7,3,4.5,24,KR,,
Dry,AWC,Absent,Wet,Control,Strain316,D20,85,52.3,137.3,3,4.75,16,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain317,D20,77,34.9,111.9,4,5.25,15,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain318,D20,94,54.7,148.7,4,5.25,24,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain319,D20,83,44.2,127.2,3,3.75,13,KR,,
Dry,ADC,Absent,Dry,Control,Strain320,D20,57,31.9,88.9,3,5,25,KR,,
Wet,AWC,Absent,Wet,Control,Strain1,W1,,,,,,,,,Germition failure
Wet,AWC,Absent,Wet,Control,Strain2,W1,,,,,,,,,Germition failure
Wet,AWC,Absent,Wet,Control,Strain3,W1,192,53.8,245.8,3,7,86,JJ,,
Wet,AWN,Absent,Wet,Nitrogen,Strain4,W1,271,105.5,376.5,5,6,103,JJ,,
Wet,AWN,Absent,Wet,Nitrogen,Strain5,W1,442,106.9,548.9,7,11,102,JJ,,
Wet,AWN,Absent,Wet,Nitrogen,Strain6,W1,145,44,189,4,10.25,36,JJ,,
Wet,ADC,Absent,Dry,Control,Strain7,W1,269,67.8,336.8,4,13,88,KR,,
Wet,ADC,Absent,Dry,Control,Strain8,W1,47,15,62,2,9.25,37,MMB,1,
Wet,ADC,Absent,Dry,Control,Strain9,W1,269,66,335,4,13.25,35,MMB,,
Wet,ADN,Absent,Dry,Nitrogen,Strain10,W1,381,94.9,475.9,5,11.25,88,MMB,,
Wet,ADN,Absent,Dry,Nitrogen,Strain11,W1,172,65,237,3,11.75,75,MMB,,
Wet,ADN,Absent,Dry,Nitrogen,Strain12,W1,345,76.2,421.2,5,11,77,MMB,,
Wet,PWC,Present,Wet,Control,Strain13,W1,490,95.2,585.2,8,13.25,57,MMB,,
Wet,PWC,Present,Wet,Control,Strain14,W1,170,52,222,2,9.25,79,MMB,1,
Wet,PWC,Present,Wet,Control,Strain15,W1,,,,,,,,,Germition failure
Wet,PWN,Present,Wet,Nitrogen,Strain16,W1,97,26,123,3,6,67,MMB,1,
Wet,PWN,Present,Wet,Nitrogen,Strain17,W1,295,80.9,375.9,3,8,89,MMB,1,
Wet,PWN,Present,Wet,Nitrogen,Strain18,W1,295,74.9,369.9,4,9,92,MMB,,
Wet,PDC,Present,Dry,Control,Strain19,W1,333,92.4,425.4,4,12,65,MMB,,
Wet,PDC,Present,Dry,Control,Strain20,W1,356,85.7,441.7,6,12.25,85,MMB,,
Wet,PDC,Present,Dry,Control,Strain21,W1,333,121.2,454.2,6,11.75,81,MMB,,
Wet,PDC,Present,Dry,Control,Strain22,W1,,,,,,,,,Germition failure
Wet,PDN,Present,Dry,Nitrogen,Strain23,W1,175,49.2,224.2,4,9.75,62,MMB,,
Wet,PDN,Present,Dry,Nitrogen,Strain24,W1,280,58,338,4,11,61,MMB,,
Wet,PDN,Present,Dry,Nitrogen,Strain25,W1,330,96.1,426.1,5,9.5,87,MMB,,
Wet,PDN,Present,Dry,Nitrogen,Strain26,W1,292,74.1,366.1,5,13.25,76,MMB,,
Wet,AWC,Absent,Wet,Control,Strain27,W1,242,64.7,306.7,5,10.75,96,MMB,,
Wet,AWC,Absent,Wet,Control,Strain28,W1,333,96.4,429.4,5,12.25,135,KR,,
Wet,AWC,Absent,Wet,Control,Strain29,W1,,,,,,,,,Germition failure
Wet,AWN,Absent,Wet,Nitrogen,Strain30,W1,134,62.7,196.7,3,9.5,209,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain31,W1,95,26.9,121.9,2,6.25,27,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain32,W1,329,107.5,436.5,6,11,77,KR,,
Wet,ADC,Absent,Dry,Control,Strain33,W1,272,85.4,357.4,6,13,91,KR,,
Wet,ADC,Absent,Dry,Control,Strain34,W1,176,57.4,233.4,4,9.25,119,KR,,
Wet,ADC,Absent,Dry,Control,Strain35,W1,233,80.6,313.6,4,7.75,135,KR,,
Wet,PWC,Present,Wet,Control,Strain36,W1,322,103.1,425.1,4,10.5,86,KR,,
Wet,PWC,Present,Wet,Control,Strain37,W1,169,65.4,234.4,4,12.75,68,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain38,W1,34,13.6,47.6,2,5.25,33,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain39,W1,266,67.1,333.1,5,11.25,64,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain40,W1,304,119,423,6,11,77,KR,,
Wet,PDC,Present,Dry,Control,Strain41,W1,286,105.4,391.4,5,10,67,KR,,
Wet,PDC,Present,Dry,Control,Strain42,W1,298,91.2,389.2,5,11.75,78,KR,,
Wet,PDC,Present,Dry,Control,Strain43,W1,252,121.1,373.1,5,10.5,194,KR,,
Wet,PDC,Present,Dry,Control,Strain44,W1,201,77.3,278.3,3,11,77,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain45,W1,380,130.3,510.3,4,11,165,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain46,W1,183,66.9,249.9,4,9.25,65,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain47,W1,216,72.3,288.3,4,11,63,KR,,
Wet,AWC,Absent,Wet,Control,Strain48,W1,442,142.4,584.4,4,11,81,KR,,
Wet,AWC,Absent,Wet,Control,Strain49,W1,103,38.2,141.2,4,7.25,40,KR,,
Wet,AWC,Absent,Wet,Control,Strain50,W2,436,128.1,564.1,4,10.5,32,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain51,W2,452,116.1,568.1,4,12.5,49,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain52,W2,762,115.6,877.6,5,14,217,KR,,
Wet,ADC,Absent,Dry,Control,Strain53,W2,287,162.1,449.1,6,12,62,KR,,
Wet,ADC,Absent,Dry,Control,Strain54,W2,343,106.1,449.1,5,6.5,87,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain55,W2,293,65.5,358.5,4,9.25,121,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain56,W2,243,74.8,317.8,3,7.75,41,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain57,W2,298,86.9,384.9,3,7.25,273,KR,1,
Wet,ADN,Absent,Dry,Nitrogen,Strain58,W2,650,94,744,4,9.5,154,KR,,
Wet,PWC,Present,Wet,Control,Strain59,W2,800,103.9,903.9,7,13,120,KR,,
Wet,PWC,Present,Wet,Control,Strain60,W2,350,117,467,12,11.5,111,KR,,
Wet,PWC,Present,Wet,Control,Strain61,W2,524,126.1,650.1,5,12.25,80,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain62,W2,379,96,475,3,13,19,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain63,W2,36,16.8,52.8,3,7.25,122,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain64,W2,365,120.1,485.1,6,9.25,177,KR,,
Wet,PDC,Present,Dry,Control,Strain65,W2,394,92.7,486.7,4,10,94,KR,,
Wet,PDC,Present,Dry,Control,Strain66,W2,449,121.3,570.3,4,10.25,45,KR,,
Wet,PDC,Present,Dry,Control,Strain67,W2,452,123.5,575.5,4,11.5,46,KR,1,
Wet,PDC,Present,Dry,Control,Strain68,W2,499,118.7,617.7,4,12.5,38,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain69,W2,397,84.5,481.5,4,8.5,97,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain70,W2,294,101.6,395.6,4,10,80,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain71,W2,485,127.5,612.5,5,10.25,99,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain72,W2,344,87.2,431.2,4,13,28,KR,,
Wet,AWC,Absent,Wet,Control,Strain73,W2,513,88.6,601.6,4,12.25,73,KR,,
Wet,AWC,Absent,Wet,Control,Strain74,W2,500,139.3,639.3,4,12,34,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain75,W2,283,68.5,351.5,4,11,29,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain76,W2,454,116.3,570.3,5,10,46,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain77,W2,434,107.2,541.2,5,13.25,85,KR,,
Wet,ADC,Absent,Dry,Control,Strain78,W2,663,141,804,5,15,28,KR,,
Wet,ADC,Absent,Dry,Control,Strain79,W2,309,92.7,401.7,3,10.5,36,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain80,W2,537,143.2,680.2,4,12.25,151,JJ,,
Wet,ADN,Absent,Dry,Nitrogen,Strain81,W2,501,150.6,651.6,6,9.75,115,JJ,,
Wet,ADN,Absent,Dry,Nitrogen,Strain82,W2,349,107.2,456.2,6,11.25,133,JJ,,
Wet,ADN,Absent,Dry,Nitrogen,Strain83,W2,348,94.5,442.5,4,11,120,JJ,,
Wet,PWC,Present,Wet,Control,Strain84,W2,510,114.5,624.5,4,10.5,151,KR,1,
Wet,PWC,Present,Wet,Control,Strain85,W2,412,102.7,514.7,3,12.5,68,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain86,W2,150,42.6,192.6,3,8,86,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain87,W2,330,73.5,403.5,3,10.25,67,KR,,
Wet,PDC,Present,Dry,Control,Strain88,W2,433,109.8,542.8,4,13,104,KR,,
Wet,PDC,Present,Dry,Control,Strain89,W2,205,44.2,249.2,3,7,117,KR,,
Wet,PDC,Present,Dry,Control,Strain90,W2,98,27.2,125.2,2,7,79,KR,1,
Wet,PDC,Present,Dry,Control,Strain91,W2,433,133.2,566.2,4,8.5,74,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain92,W2,191,60,251,3,9,102,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain93,W2,480,182,662,5,11.25,66,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain94,W2,395,128.5,523.5,4,11.5,288,KR,,
Wet,AWC,Absent,Wet,Control,Strain95,W2,389,132.5,521.5,4,11.75,55,KR,,
Wet,AWC,Absent,Wet,Control,Strain96,W2,600,214.6,814.6,5,11.5,208,KR,,
Wet,AWC,Absent,Wet,Control,Strain97,W2,26,4.8,30.8,1,5,44,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain98,W2,111,41.8,152.8,3,9.75,82,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain99,W3,597,249.7,846.7,5,12,70,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain100,W3,479,132.2,611.2,4,15,90,KR,,
Wet,ADC,Absent,Dry,Control,Strain101,W3,205,33,238,4,8.75,50,KR,,
Wet,ADC,Absent,Dry,Control,Strain102,W3,474,188.9,662.9,8,12,213,KR,,
Wet,ADC,Absent,Dry,Control,Strain103,W3,146,46.4,192.4,4,8.75,56,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain104,W3,473,274.3,747.3,5,15.25,120,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain105,W3,,,,,,,,,Germition failure
Wet,ADN,Absent,Dry,Nitrogen,Strain106,W3,313,100.7,413.7,3,7,104,KR,1,
Wet,ADN,Absent,Dry,Nitrogen,Strain107,W3,178,65.1,243.1,4,10.75,67,KR,,
Wet,PWC,Present,Wet,Control,Strain108,W3,513,175.9,688.9,9,11.5,121,KR,,
Wet,PWC,Present,Wet,Control,Strain109,W3,188,62,250,3,7.75,57,KR,2,
Wet,PWC,Present,Wet,Control,Strain110,W3,240,81.8,321.8,3,12.5,138,KR,1,
Wet,PWN,Present,Wet,Nitrogen,Strain111,W3,51,20.9,71.9,5,3,66,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain112,W3,342,143.3,485.3,4,10.75,126,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain113,W3,251,155.4,406.4,3,10,167,KR,,
Wet,PDC,Present,Dry,Control,Strain114,W3,164,146.3,310.3,5,9,99,KR,1,
Wet,PDC,Present,Dry,Control,Strain115,W3,196.5,145.7,342.2,8,8.75,58,KR,,
Wet,PDC,Present,Dry,Control,Strain116,W3,137,52.1,189.1,4,10.25,96,KR,,
Wet,PDC,Present,Dry,Control,Strain117,W3,245,69.9,314.9,2,11.75,82,KR,2,
Wet,PDN,Present,Dry,Nitrogen,Strain118,W3,336,126,462,4,11,76,KR,1,
Wet,PDN,Present,Dry,Nitrogen,Strain119,W3,167,75.9,242.9,2,8,58,KR,3,
Wet,PDN,Present,Dry,Nitrogen,Strain120,W3,347,127.1,474.1,4,9.5,116,KR,2,
Wet,PDN,Present,Dry,Nitrogen,Strain121,W3,479,177.4,656.4,9,12.5,153,KR,,
Wet,AWC,Absent,Wet,Control,Strain122,W3,377,170.3,547.3,3,11.5,129,KR,,
Wet,AWC,Absent,Wet,Control,Strain123,W3,151,51,202,3,5.75,44,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain124,W3,335,92,427,4,8,43,MMB,,
Wet,AWN,Absent,Wet,Nitrogen,Strain125,W3,412,131.3,543.3,4,11,53,MMB,,
Wet,AWN,Absent,Wet,Nitrogen,Strain126,W3,305,91.7,396.7,3,9,53,MMB,,
Wet,ADC,Absent,Dry,Control,Strain127,W3,183,70.1,253.1,3,7,76,MMB,1,
Wet,ADC,Absent,Dry,Control,Strain128,W3,571,149.6,720.6,5,16.25,54,MMB,1,
Wet,ADC,Absent,Dry,Control,Strain129,W3,265,72.2,337.2,4,9.5,48,MMB,,
Wet,ADN,Absent,Dry,Nitrogen,Strain130,W3,314,74.8,388.8,3,14,89,MMB,1,
Wet,ADN,Absent,Dry,Nitrogen,Strain131,W3,320,97.4,417.4,4,9.25,79,MMB,,
Wet,ADN,Absent,Dry,Nitrogen,Strain132,W3,,,,,,,,,Germition failure
Wet,ADN,Absent,Dry,Nitrogen,Strain133,W3,61,18.9,79.9,1,5.25,48,MMB,2,
Wet,PWC,Present,Wet,Control,Strain134,W3,187,56.8,243.8,3,8.25,108,MMB,1,
Wet,PWC,Present,Wet,Control,Strain135,W3,289,74,363,4,13.25,94,MMB,,
Wet,PWC,Present,Wet,Control,Strain136,W3,,,,2,4.5,23,MMB,,Missing data
Wet,PWN,Present,Wet,Nitrogen,Strain137,W3,325,116.8,441.8,3,11.25,48,MMB,1,
Wet,PWN,Present,Wet,Nitrogen,Strain138,W3,308,91.3,399.3,4,11,44,MMB,,
Wet,PWN,Present,Wet,Nitrogen,Strain139,W3,368,110.3,478.3,4,10.75,39,MMB,1,
Wet,PDC,Present,Dry,Control,Strain140,W3,29,9,38,1,3.5,40,MMB,,
Wet,PDC,Present,Dry,Control,Strain141,W3,471,189.8,660.8,4,13.25,74,MMB,,
Wet,PDC,Present,Dry,Control,Strain142,W3,,,,,,,,,Germition failure
Wet,PDC,Present,Dry,Control,Strain143,W3,504,147.4,651.4,4,12.5,55,MMB,,
Wet,PDN,Present,Dry,Nitrogen,Strain144,W3,665,200,865,9,14.25,62,MMB,,
Wet,PDN,Present,Dry,Nitrogen,Strain145,W3,492,160,652,5,12,78,MMB,,
Wet,PDN,Present,Dry,Nitrogen,Strain146,W3,173,53.3,226.3,3,9.75,6,MMB,,
Wet,PDN,Present,Dry,Nitrogen,Strain147,W3,50,,,1,10,,,,Missing belowground tissue
Wet,AWC,Absent,Wet,Control,Strain148,W4,296,76,372,5,13.25,86,KR,,
Wet,AWC,Absent,Wet,Control,Strain149,W4,284,76.6,360.6,5,10.75,240,KR,,
Wet,AWC,Absent,Wet,Control,Strain150,W4,305,69.2,374.2,4,7,105,KR,,
Wet,ADC,Absent,Dry,Control,Strain151,W4,385,118,503,5,14.75,234,KR,,
Wet,ADC,Absent,Dry,Control,Strain152,W4,488,103.1,591.1,5,11.25,101,KR,1,
Wet,ADC,Absent,Dry,Control,Strain153,W4,533,118.5,651.5,9,11,111,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain154,W4,332,70.5,402.5,7,9.25,85,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain155,W4,446,98.7,544.7,6,12.75,73,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain156,W4,224,53.2,277.2,4,10.75,124,KR,,
Wet,PWC,Present,Wet,Control,Strain157,W4,276,69.8,345.8,3,12.75,61,KR,,
Wet,PWC,Present,Wet,Control,Strain158,W4,491,127.7,618.7,9,13,114,KR,,
Wet,PWC,Present,Wet,Control,Strain159,W4,101,32.9,133.9,2,10,28,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain160,W4,519,147.2,666.2,6,12.75,93,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain161,W4,336,83.2,419.2,5,9.5,85,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain162,W4,386,79.4,465.4,5,10.75,279,KR,,
Wet,PDC,Present,Dry,Control,Strain163,W4,655,143.1,798.1,7,13.25,101,KR,,
Wet,PDC,Present,Dry,Control,Strain164,W4,337,83,420,4,10.5,50,KR,,
Wet,PDC,Present,Dry,Control,Strain165,W4,131,37.9,168.9,4,7,38,KR,,
Wet,PDC,Present,Dry,Control,Strain166,W4,367,107,474,5,10,53,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain167,W4,535,144,679,5,11.75,100,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain168,W4,125,40,165,4,6.5,209,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain169,W4,456,125.1,581.1,4,12.75,63,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain170,W4,355,75.5,430.5,3,10.75,145,KR,1,
Wet,AWN,Absent,Wet,Nitrogen,Strain171,W4,389,122.2,511.2,4,9.5,48,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain172,W4,133,26.6,159.6,3,4.25,26,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain173,W4,266,91.2,357.2,3,9.75,25,KR,,
Wet,ADC,Absent,Dry,Control,Strain174,W4,77,30,107,3,8,117,KR,,
Wet,ADC,Absent,Dry,Control,Strain175,W4,386,82.9,468.9,5,11.25,65,KR,,
Wet,ADC,Absent,Dry,Control,Strain176,W4,420,89.3,509.3,5,11.5,183,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain177,W4,90,23,113,3,6.5,77,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain178,W4,459,104.9,563.9,3,11.25,72,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain179,W4,397,67.5,464.5,5,11,53,KR,,
Wet,PWC,Present,Wet,Control,Strain180,W4,263,64.3,327.3,5,9.25,223,KR,,
Wet,PWC,Present,Wet,Control,Strain181,W4,283,61.1,344.1,3,10,100,KR,,
Wet,PWC,Present,Wet,Control,Strain182,W4,414,113.5,527.5,4,16.25,76,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain183,W4,509,89.2,598.2,5,12.5,67,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain184,W4,228,56.4,284.4,4,10.75,63,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain185,W4,578,126.1,704.1,7,11.75,68,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain186,W4,476,118.5,594.5,7,11.5,93,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain187,W4,410,95.3,505.3,6,12.25,249,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain188,W4,568,158.9,726.9,8,11,90,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain189,W4,285,84.5,369.5,4,9.25,148,KR,,
Wet,AWC,Absent,Wet,Control,Strain190,W4,338,92,430,4,11,86,KR,,
Wet,AWC,Absent,Wet,Control,Strain191,W4,521,159.2,680.2,6,10.5,93,KR,,
Wet,AWC,Absent,Wet,Control,Strain192,W4,472,107.7,579.7,5,13.75,143,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain193,W4,447,147.5,594.5,5,11,84,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain194,W4,444,117.6,561.6,3,14,67,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain195,W4,476,133.5,609.5,5,12,58,KR,,
Wet,ADC,Absent,Dry,Control,Strain196,W4,509,190.5,699.5,5,11.25,55,KR,,
Wet,ADC,Absent,Dry,Control,Strain197,W5,505,182.1,687.1,4,11.75,75,MMB,,
Wet,ADC,Absent,Dry,Control,Strain198,W5,595,187.5,782.5,6,10.25,59,MMB,,
Wet,ADN,Absent,Dry,Nitrogen,Strain199,W5,482,159.2,641.2,6,11.5,92,MMB,,
Wet,ADN,Absent,Dry,Nitrogen,Strain200,W5,460,127.5,587.5,5,11.25,86,MMB,,
Wet,ADN,Absent,Dry,Nitrogen,Strain201,W5,361,99.5,460.5,4,9,63,MMB,1,
Wet,PWC,Present,Wet,Control,Strain202,W5,468,152.6,620.6,5,12,71,MMB,,
Wet,PWC,Present,Wet,Control,Strain203,W5,145,50.8,195.8,3,6.75,74,MMB,,
Wet,PWC,Present,Wet,Control,Strain204,W5,513,132.8,645.8,9,11.75,107,MMB,,
Wet,PWN,Present,Wet,Nitrogen,Strain205,W5,356,140.2,496.2,5,11.75,74,MMB,,
Wet,PWN,Present,Wet,Nitrogen,Strain206,W5,419,130.3,549.3,6,9.5,52,MMB,,
Wet,PDC,Present,Dry,Control,Strain207,W5,391,125.5,516.5,4,13,51,MMB,,
Wet,PDC,Present,Dry,Control,Strain208,W5,258,73.8,331.8,4,8.5,54,MMB,,
Wet,PDC,Present,Dry,Control,Strain209,W5,16,2,18,1,3,12,MMB,,
Wet,PDC,Present,Dry,Control,Strain210,W5,131,37.9,168.9,2,6,147,MMB,,
Wet,PDC,Present,Dry,Control,Strain211,W5,309,88.9,397.9,4,8.25,55,MMB,,
Wet,PDN,Present,Dry,Nitrogen,Strain212,W5,472,152.9,624.9,4,10,64,MMB,,
Wet,AWC,Absent,Wet,Control,Strain213,W5,300,101.5,401.5,5,8,49,MMB,,
Wet,AWC,Absent,Wet,Control,Strain214,W5,340,106.2,446.2,6,11.75,105,MMB,,
Wet,AWC,Absent,Wet,Control,Strain215,W5,257,76.5,333.5,3,10,70,MMB,,
Wet,AWN,Absent,Wet,Nitrogen,Strain216,W5,410,89.7,499.7,4,8.5,68,MMB,,
Wet,AWN,Absent,Wet,Nitrogen,Strain217,W5,278,75.1,353.1,4,14,46,MMB,,
Wet,AWN,Absent,Wet,Nitrogen,Strain218,W5,375,82.3,457.3,4,10.5,83,MMB,,
Wet,ADC,Absent,Dry,Control,Strain219,W5,469,120.8,589.8,5,10,93,MMB,,
Wet,ADC,Absent,Dry,Control,Strain220,W5,537,151.2,688.2,7,14,165,MMB,,
Wet,ADC,Absent,Dry,Control,Strain221,W5,376,104.4,480.4,4,10.5,80,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain222,W5,375,121.2,496.2,4,9.25,116,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain223,W5,298,106.5,404.5,4,9.25,61,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain224,W5,335,100.5,435.5,4,12.25,103,KR,,
Wet,PWC,Present,Wet,Control,Strain225,W5,515,186.1,701.1,6,12,235,KR,,
Wet,PWC,Present,Wet,Control,Strain226,W5,465,128.4,593.4,4,13.5,101,KR,,
Wet,PWC,Present,Wet,Control,Strain227,W5,125,41.8,166.8,3,7.75,52,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain228,W5,295,79,374,4,11.75,98,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain229,W5,167,62.4,229.4,3,8.75,39,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain230,W5,436,131.3,567.3,8,13.25,137,KR,,
Wet,PDC,Present,Dry,Control,Strain231,W5,385,146.5,531.5,5,9.25,179,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain232,W5,165,55.8,220.8,4,8.75,130,KR,,
Wet,AWC,Absent,Wet,Control,Strain233,W5,323,104.1,427.1,3,9,92,KR,,
Wet,AWC,Absent,Wet,Control,Strain234,W5,250,77.8,327.8,4,11.75,89,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain235,W5,408,117.1,525.1,6,11.25,56,JJ,,
Wet,AWN,Absent,Wet,Nitrogen,Strain236,W5,465,123.4,588.4,6,11.5,97,JJ,,
Wet,AWN,Absent,Wet,Nitrogen,Strain237,W5,345,106.9,451.9,5,10.25,210,JJ,,
Wet,ADC,Absent,Dry,Control,Strain238,W5,512,156.4,668.4,4,12.25,81,JJ,,
Wet,ADC,Absent,Dry,Control,Strain239,W5,33,12.6,45.6,3,6.25,110,JJ,,
Wet,ADC,Absent,Dry,Control,Strain240,W5,15,4.5,19.5,2,4,14,JJ,,
Wet,ADN,Absent,Dry,Nitrogen,Strain241,W5,380,136.6,516.6,5,12,63,JJ,,
Wet,ADN,Absent,Dry,Nitrogen,Strain242,W5,412,137.8,549.8,5,11.5,118,JJ,,
Wet,ADN,Absent,Dry,Nitrogen,Strain243,W5,430,160.5,590.5,5,11,179,KR,,
Wet,PWC,Present,Wet,Control,Strain244,W5,657,143.2,800.2,8,10.5,98,KR,,
Wet,PWC,Present,Wet,Control,Strain245,W5,338,114.2,452.2,4,11.75,128,KR,,
Wet,PWC,Present,Wet,Control,Strain246,W6,191,67.6,258.6,4,11.25,198,MMB,,
Wet,PWN,Present,Wet,Nitrogen,Strain247,W6,663,144.5,807.5,7,14.75,90,MMB,,
Wet,PWN,Present,Wet,Nitrogen,Strain248,W6,521,141.6,662.6,6,16.25,131,MMB,,
Wet,PWN,Present,Wet,Nitrogen,Strain249,W6,302,85.9,387.9,6,15,75,MMB,,
Wet,PDC,Present,Dry,Control,Strain250,W6,201,59.1,260.1,2,10.25,117,MMB,2,
