ContemporaryWater,Treatment_code,HistoricPlant,HistoricWater,HistoricNitrogen,Strain,Block,Aboveground_biomass,Belowground_biomass,Total_biomass,Leaf_count,Height,Nodule_count,NoduleCounter,Herbivory,Note
Wet,PWC,Present,Wet,Control,Strain203,W11,128,49.7,177.7,3,9.5,199,KR,1,
Wet,PWC,Present,Wet,Control,Strain204,W11,58,15.3,73.3,1,8.5,116,KR,1,
Wet,PWN,Present,Wet,Nitrogen,Strain205,W11,446,127.5,573.5,4,14.25,53,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain206,W11,444,87.9,531.9,4,11,64,KR,,
Wet,PDC,Present,Dry,Control,Strain207,W11,357,175,532,4,11,167,KR,,
Wet,PDC,Present,Dry,Control,Strain208,W11,595,214.3,809.3,7,13.5,66,KR,,
Wet,PDC,Present,Dry,Control,Strain209,W11,354,146.5,500.5,3,11.25,45,KR,,
Wet,PDC,Present,Dry,Control,Strain210,W11,390,184.9,574.9,4,13,203,KR,,
Wet,PDC,Present,Dry,Control,Strain211,W11,363,124.9,487.9,5,11.25,107,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain212,W11,323,96.4,419.4,4,10,70,KR,,
Wet,AWC,Absent,Wet,Control,Strain213,W11,453,166.1,619.1,6,11,65,KR,,
Wet,AWC,Absent,Wet,Control,Strain214,W11,217,123.5,340.5,4,10.75,92,KR,,
Wet,AWC,Absent,Wet,Control,Strain215,W11,204,117.2,321.2,4,13.25,98,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain216,W11,423,154.7,577.7,3,11,111,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain217,W11,411,129.1,540.1,4,15.25,138,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain218,W11,276,111.8,387.8,3,10.25,94,KR,1,
Wet,ADC,Absent,Dry,Control,Strain219,W11,220,62.2,282.2,3,9.75,57,KR,,
Wet,ADC,Absent,Dry,Control,Strain220,W12,604,168.2,772.2,4,13,58,KR,,
Wet,ADC,Absent,Dry,Control,Strain221,W12,488,146.9,634.9,4,11.25,22,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain222,W12,376,129.5,505.5,4,12.25,92,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain223,W12,282,87.3,369.3,4,8.25,30,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain224,W12,456,154.1,610.1,5,11.25,78,KR,,
Wet,PWC,Present,Wet,Control,Strain225,W12,524,127.3,651.3,3,12.25,72,KR,,
Wet,PWC,Present,Wet,Control,Strain226,W12,489,185.1,674.1,5,11.75,121,KR,,
Wet,PWC,Present,Wet,Control,Strain227,W12,507,215.9,722.9,5,15,199,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain228,W12,31,14,45,2,8.25,43,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain229,W12,414,11,425,5,12.75,61,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain230,W12,356,145.3,501.3,4,12.75,83,KR,,
Wet,PDC,Present,Dry,Control,Strain231,W12,181,81.7,262.7,3,8.25,55,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain232,W12,72,32.7,104.7,3,5,179,KR,,
Wet,AWC,Absent,Wet,Control,Strain233,W12,373,112.3,485.3,4,9,81,KR,,
Wet,AWC,Absent,Wet,Control,Strain234,W12,543,182.7,725.7,4,12,77,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain235,W12,287,104.6,391.6,3,11,61,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain236,W12,520,133.5,653.5,6,13.25,112,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain237,W12,345,106.2,451.2,4,11,89,KR,,
Wet,ADC,Absent,Dry,Control,Strain238,W12,421,119.9,540.9,5,11.75,90,KR,,
Wet,ADC,Absent,Dry,Control,Strain239,W12,175,69.5,244.5,2,8.25,48,KR,1,
Wet,ADC,Absent,Dry,Control,Strain240,W12,322,112.9,434.9,4,8,147,KR,1,
Wet,ADN,Absent,Dry,Nitrogen,Strain241,W12,430,119.1,549.1,4,12.25,111,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain242,W12,401,108.2,509.2,3,11.25,117,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain243,W12,463,165.6,628.6,4,11.75,41,KR,,
Wet,PWC,Present,Wet,Control,Strain244,W12,479,122.5,601.5,5,10.25,86,KR,,
Wet,PWC,Present,Wet,Control,Strain245,W12,397,126.3,523.3,3,12,74,MMB,,
Wet,PWC,Present,Wet,Control,Strain246,W12,690,207,897,4,11.75,71,MMB,,
Wet,PWN,Present,Wet,Nitrogen,Strain247,W12,432,131.3,563.3,5,11,87,MMB,,
Wet,PWN,Present,Wet,Nitrogen,Strain248,W12,436,123.8,559.8,5,8.25,81,MMB,,
Wet,PWN,Present,Wet,Nitrogen,Strain249,W12,248,79.4,327.4,3,12.25,39,MMB,,
Wet,PDC,Present,Dry,Control,Strain250,W12,490,148,638,3,13,141,MMB,,
Wet,PDC,Present,Dry,Control,Strain251,W12,319,87,406,4,12.75,102,MMB,,
Wet,PDC,Present,Dry,Control,Strain252,W12,489,159,648,4,10.75,65,MMB,,
Wet,PDC,Present,Dry,Control,Strain253,W12,93,20.6,113.6,3,6.75,40,MMB,,
Wet,PDC,Present,Dry,Control,Strain254,W12,499,238.2,737.2,4,11.75,98,MMB,,
Wet,PDN,Present,Dry,Nitrogen,Strain255,W12,507,130.8,637.8,4,10,53,MMB,,
Wet,PDN,Present,Dry,Nitrogen,Strain256,W12,466,106.8,572.8,4,11,81,MMB,,
Wet,PDN,Present,Dry,Nitrogen,Strain257,W12,260,93.6,353.6,3,10.25,66,MMB,1,
Wet,PDN,Present,Dry,Nitrogen,Strain258,W12,537,239.1,776.1,8,14,71,MMB,,
Wet,AWC,Absent,Wet,Control,Strain259,W12,494,210.4,704.4,6,11.25,74,MMB,,
Wet,AWC,Absent,Wet,Control,Strain260,W12,592,194.7,786.7,4,13.5,86,MMB,,
Wet,AWC,Absent,Wet,Control,Strain261,W12,546,254.4,800.4,4,14.5,111,MMB,,
Wet,AWN,Absent,Wet,Nitrogen,Strain262,W12,380,152.6,532.6,3,11.25,76,MMB,,
Wet,AWN,Absent,Wet,Nitrogen,Strain263,W12,465,192.8,657.8,4,12.75,59,MMB,,
Wet,AWN,Absent,Wet,Nitrogen,Strain264,W12,457,164,621,4,8.75,83,MMB,,
Wet,ADC,Absent,Dry,Control,Strain265,W12,371,133.3,504.3,4,10.5,88,MMB,,
Wet,ADC,Absent,Dry,Control,Strain266,W12,616,247.8,863.8,7,11,71,MMB,,
Wet,ADC,Absent,Dry,Control,Strain267,W12,259,137.7,396.7,4,7.25,111,MMB,,
Wet,ADN,Absent,Dry,Nitrogen,Strain268,W12,388,133.7,521.7,4,8.75,109,MMB,,
Wet,ADN,Absent,Dry,Nitrogen,Strain269,W13,248,76,324,4,14.75,101,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain270,W13,229,26.5,255.5,5,14,70,KR,,
Wet,PWC,Present,Wet,Control,Strain271,W13,360,105.5,465.5,3,14.75,19,KR,,
Wet,PWC,Present,Wet,Control,Strain272,W13,319,98.3,417.3,5,15.75,133,KR,,
Wet,PWC,Present,Wet,Control,Strain273,W13,435,77.9,512.9,4,16.75,42,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain274,W13,480,106,586,5,15.75,77,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain275,W13,413,79.4,492.4,3,11,119,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain276,W13,220,57.6,277.6,3,12.75,57,KR,,
Wet,PDC,Present,Dry,Control,Strain277,W13,200,48.4,248.4,3,12,29,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain278,W13,353,123.7,476.7,5,13,171,KR,,
Wet,AWC,Absent,Wet,Control,Strain279,W13,571,158.4,729.4,5,12,129,KR,,
Wet,AWC,Absent,Wet,Control,Strain280,W13,195,44.4,239.4,3,8,214,KR,,
Wet,AWC,Absent,Wet,Control,Strain281,W13,522,126.5,648.5,7,13.25,154,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain282,W13,260,69.2,329.2,2,12.25,81,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain283,W13,169,72.4,241.4,3,9,30,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain284,W13,187,52.5,239.5,4,10.5,82,KR,,
Wet,ADC,Absent,Dry,Control,Strain285,W13,369,107.2,476.2,6,12.75,91,KR,,
Wet,ADC,Absent,Dry,Control,Strain286,W13,498,144.1,642.1,8,16,113,KR,,
Wet,ADC,Absent,Dry,Control,Strain287,W13,81,20,101,2,8.5,36,KR,,
Wet,PWC,Present,Wet,Control,Strain288,W13,163,38.8,201.8,3,9.75,51,KR,,
Wet,PWC,Present,Wet,Control,Strain289,W13,574,162.8,736.8,7,11.75,64,KR,,
Wet,PWC,Present,Wet,Control,Strain290,W13,331,94.5,425.5,5,10.75,69,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain291,W13,151,64.3,215.3,3,9,137,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain292,W13,467,107.8,574.8,4,12.5,190,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain293,W13,430,107.2,537.2,4,12.75,52,KR,,
Wet,AWC,Absent,Wet,Control,Strain294,W13,402,167.2,569.2,4,11.25,149,KR,,
Wet,AWC,Absent,Wet,Control,Strain295,W13,513,147.5,660.5,8,9.25,150,KR,,
Wet,AWC,Absent,Wet,Control,Strain296,W13,483,139.3,622.3,4,9.75,58,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain297,W13,352,85,437,4,12,99,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain298,W13,150,53.2,203.2,3,9.25,116,KR,,
Wet,ADC,Absent,Dry,Control,Strain299,W13,311,97.5,408.5,4,8.5,58,KR,,
Wet,ADC,Absent,Dry,Control,Strain300,W13,413,144.8,557.8,4,10.75,108,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain301,W13,259,90.4,349.4,5,11.75,75,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain302,W13,516,176.2,692.2,5,13,140,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain303,W13,417,125.5,542.5,5,11,38,KR,,
Wet,PWC,Present,Wet,Control,Strain304,W13,547,207.5,754.5,8,13.75,58,KR,,
Wet,PWC,Present,Wet,Control,Strain305,W13,230,85.8,315.8,4,9,68,KR,,
Wet,PWC,Present,Wet,Control,Strain306,W13,186,59.9,245.9,3,13,121,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain307,W13,323,149.4,472.4,5,12.75,139,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain308,W13,430,166.6,596.6,4,11.75,56,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain309,W13,430,165.7,595.7,4,9.25,67,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain310,W13,202,75.1,277.1,2,10.25,85,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain311,W13,338,135.7,473.7,4,15.25,100,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain312,W13,46,17,63,3,6,83,KR,,
Wet,AWC,Absent,Wet,Control,Strain313,W13,244,83.8,327.8,3,10.75,62,KR,,
Wet,AWC,Absent,Wet,Control,Strain314,W13,506,163.3,669.3,7,13,87,KR,,
Wet,AWC,Absent,Wet,Control,Strain315,W13,209,43.8,252.8,3,13,86,KR,,
Wet,AWC,Absent,Wet,Control,Strain316,W13,371,150.9,521.9,4,10.75,104,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain317,W13,,,,,,,,,Germition failure
Wet,AWN,Absent,Wet,Nitrogen,Strain318,W14,623,285.7,908.7,4,11.5,112,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain319,W14,539,194.6,733.6,4,13.75,223,KR,,
Wet,ADC,Absent,Dry,Control,Strain320,W14,480,167.9,647.9,7,12,132,KR,,
Wet,AWC,Absent,Wet,Control,Strain1,W14,379,125.5,504.5,4,12,137,KR,,
Wet,AWC,Absent,Wet,Control,Strain2,W14,108,36.7,144.7,2,5,89,KR,,
Wet,AWC,Absent,Wet,Control,Strain3,W14,616,195.4,811.4,8,16,68,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain4,W14,422,118.6,540.6,3,12,40,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain5,W14,381,100.2,481.2,4,15,81,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain6,W14,221,70.8,291.8,4,10.25,154,KR,,
Wet,ADC,Absent,Dry,Control,Strain7,W14,424,136.7,560.7,4,13.75,37,KR,,
Wet,ADC,Absent,Dry,Control,Strain8,W14,494,152.8,646.8,5,11.25,68,KR,,
Wet,ADC,Absent,Dry,Control,Strain9,W14,205,67.8,272.8,4,11,268,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain10,W14,396,113.7,509.7,4,12,105,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain11,W14,444,158,602,5,14,137,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain12,W14,397,101.6,498.6,4,14,110,KR,,
Wet,PWC,Present,Wet,Control,Strain13,W14,645,191.2,836.2,7,15,85,KR,,
Wet,PWC,Present,Wet,Control,Strain14,W14,490,128.9,618.9,5,10.75,117,KR,,
Wet,PWC,Present,Wet,Control,Strain15,W14,641,164.3,805.3,6,15,27,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain16,W14,251,68.5,319.5,4,11.5,156,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain17,W14,289,120.6,409.6,3,9.25,137,KR,1,
Wet,PWN,Present,Wet,Nitrogen,Strain18,W14,532,164.3,696.3,4,14,35,KR,,
Wet,PDC,Present,Dry,Control,Strain19,W14,464,85.8,549.8,3,12.75,81,KR,,
Wet,PDC,Present,Dry,Control,Strain20,W14,536,164.7,700.7,4,12,43,KR,,
Wet,PDC,Present,Dry,Control,Strain21,W14,10,,,1,2.25,,KR,,
Wet,PDC,Present,Dry,Control,Strain22,W14,564,210.3,774.3,7,13,110,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain23,W14,411,107.4,518.4,4,15.75,79,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain24,W14,481,145.6,626.6,4,15.25,76,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain25,W14,634,204.2,838.2,6,13.5,79,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain26,W14,259,88.5,347.5,3,10.5,86,KR,,
Wet,AWC,Absent,Wet,Control,Strain27,W14,467,142.6,609.6,6,12.75,124,KR,,
Wet,AWC,Absent,Wet,Control,Strain28,W14,469,171.1,640.1,6,11.25,114,KR,,
Wet,AWC,Absent,Wet,Control,Strain29,W14,294,109.7,403.7,3,9.25,140,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain30,W14,241,65.5,306.5,3,8.5,64,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain31,W14,151,33.3,184.3,2,8.25,60,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain32,W14,181,61.5,242.5,3,10.5,21,KR,,
Wet,ADC,Absent,Dry,Control,Strain33,W14,,,,,,,,,Germition failure
Wet,ADC,Absent,Dry,Control,Strain34,W14,403,149.8,552.8,3,11.75,91,KR,,
Wet,ADC,Absent,Dry,Control,Strain35,W14,37,17.9,54.9,1,6,52,KR,3,
Wet,PWC,Present,Wet,Control,Strain36,W14,243,77.8,320.8,3,9.75,52,KR,,
Wet,PWC,Present,Wet,Control,Strain37,W14,572,173.7,745.7,5,12.5,58,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain38,W14,702,181.4,883.4,8,13.25,114,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain39,W14,171,59.2,230.2,6,8,84,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain40,W14,150,55.6,205.6,4,7.25,44,KR,,
Wet,PDC,Present,Dry,Control,Strain41,W14,603,199.5,802.5,5,14.25,89,KR,,
Wet,PDC,Present,Dry,Control,Strain42,W14,423,114.4,537.4,5,11.25,95,KR,,
Wet,PDC,Present,Dry,Control,Strain43,W14,515,144.8,659.8,4,12.25,56,KR,,
Wet,PDC,Present,Dry,Control,Strain44,W14,147,213.6,360.6,6,11.25,305,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain45,W14,420,140.1,560.1,5,10.25,44,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain46,W14,579,177.2,756.2,9,13,182,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain47,W15,311,106.9,417.9,4,8.25,66,KR,,
Wet,AWC,Absent,Wet,Control,Strain48,W15,299,62.8,361.8,3,11,51,KR,,
Wet,AWC,Absent,Wet,Control,Strain49,W15,537,69.2,606.2,3,12.75,112,KR,,
Wet,AWC,Absent,Wet,Control,Strain50,W15,276,63.4,339.4,6,7,69,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain51,W15,556,83,639,7,10.25,101,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain52,W15,578,133.5,711.5,6,11,103,KR,,
Wet,ADC,Absent,Dry,Control,Strain53,W15,409,105.1,514.1,5,9,163,KR,,
Wet,ADC,Absent,Dry,Control,Strain54,W15,349,86.9,435.9,5,9.5,307,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain55,W15,484,110.3,594.3,6,11.75,168,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain56,W15,427,79.4,506.4,4,12,99,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain57,W15,321,69.1,390.1,5,10.25,150,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain58,W15,121,27.8,148.8,3,7.5,62,KR,,
Wet,PWC,Present,Wet,Control,Strain59,W15,528,118.7,646.7,6,12.75,127,KR,,
Wet,PWC,Present,Wet,Control,Strain60,W15,581,148.9,729.9,5,12.25,217,KR,,
Wet,PWC,Present,Wet,Control,Strain61,W15,592,123.6,715.6,5,11.5,124,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain62,W15,525,103.7,628.7,4,12.5,127,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain63,W15,308,63.1,371.1,4,11,172,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain64,W15,,,,,,,,,Germition failure
Wet,PDC,Present,Dry,Control,Strain65,W15,277,73.5,350.5,4,9.75,162,KR,,
Wet,PDC,Present,Dry,Control,Strain66,W15,503,111.9,614.9,7,12.5,160,KR,,
Wet,PDC,Present,Dry,Control,Strain67,W15,342,78.2,420.2,4,12.25,185,KR,,
Wet,PDC,Present,Dry,Control,Strain68,W15,239,46.9,285.9,3,7.5,62,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain69,W15,518,101.6,619.6,7,12.5,81,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain70,W15,600,150.5,750.5,5,15.25,70,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain71,W15,557,115.7,672.7,5,12,68,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain72,W15,444,98,542,5,11.25,105,MMB,,
Wet,AWC,Absent,Wet,Control,Strain73,W15,453,107.6,560.6,5,12.25,50,MMB,,
Wet,AWC,Absent,Wet,Control,Strain74,W15,436,98.3,534.3,4,10.5,45,MMB,,
Wet,AWN,Absent,Wet,Nitrogen,Strain75,W15,596,128.9,724.9,5,11,60,MMB,,
Wet,AWN,Absent,Wet,Nitrogen,Strain76,W15,528,119.3,647.3,5,14.25,80,MMB,,
Wet,AWN,Absent,Wet,Nitrogen,Strain77,W15,281,65,346,3,13.25,110,MMB,,
Wet,ADC,Absent,Dry,Control,Strain78,W15,483,106.8,589.8,4,12,62,MMB,,
Wet,ADC,Absent,Dry,Control,Strain79,W15,340,98.8,438.8,4,11,90,MMB,,
Wet,ADN,Absent,Dry,Nitrogen,Strain80,W15,364,78.2,442.2,5,11.25,86,MMB,,
Wet,ADN,Absent,Dry,Nitrogen,Strain81,W15,168,52.4,220.4,4,10,67,MMB,,
Wet,ADN,Absent,Dry,Nitrogen,Strain82,W15,556,117.8,673.8,3,11,90,MMB,,
Wet,ADN,Absent,Dry,Nitrogen,Strain83,W15,574,126.2,700.2,3,9.25,60,MMB,,
Wet,PWC,Present,Wet,Control,Strain84,W15,711,140.3,851.3,5,14,97,MMB,,
Wet,PWC,Present,Wet,Control,Strain85,W15,476,110.8,586.8,6,13.5,72,MMB,,
Wet,PWN,Present,Wet,Nitrogen,Strain86,W15,456,106,562,4,9,100,MMB,,
Wet,PWN,Present,Wet,Nitrogen,Strain87,W15,485,132.6,617.6,3,10.5,70,MMB,,
Wet,PDC,Present,Dry,Control,Strain88,W15,258,61.4,319.4,2,8,46,MMB,,
Wet,PDC,Present,Dry,Control,Strain89,W15,494,105.9,599.9,4,12,30,MMB,,
Wet,PDC,Present,Dry,Control,Strain90,W15,345,126,471,5,12,51,MMB,,
Wet,PDC,Present,Dry,Control,Strain91,W15,13,4.2,17.2,3,7.25,14,MMB,,
Wet,PDN,Present,Dry,Nitrogen,Strain92,W15,292,69.5,361.5,3,11.75,107,MMB,,
Wet,PDN,Present,Dry,Nitrogen,Strain93,W15,611,184.5,795.5,5,13.75,120,MMB,,
Wet,PDN,Present,Dry,Nitrogen,Strain94,W15,520,139.6,659.6,5,10.5,116,MMB,,
Wet,AWC,Absent,Wet,Control,Strain95,W15,332,45.5,377.5,2,7.25,92,MMB,2,
Wet,AWC,Absent,Wet,Control,Strain96,W16,278,68.6,346.6,4,10.5,26,KR,,
Wet,AWC,Absent,Wet,Control,Strain97,W16,450,145.3,595.3,5,15.25,168,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain98,W16,326,112.5,438.5,3,12.75,59,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain99,W16,308,80.2,388.2,4,8,84,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain100,W16,431,130.6,561.6,6,10.75,46,KR,,
Wet,ADC,Absent,Dry,Control,Strain101,W16,312,104.1,416.1,7,11,152,KR,,
Wet,ADC,Absent,Dry,Control,Strain102,W16,281,77.7,358.7,4,10.5,143,KR,,
Wet,ADC,Absent,Dry,Control,Strain103,W16,517,123.1,640.1,5,13.25,81,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain104,W16,428,134.5,562.5,7,12.25,72,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain105,W16,497,104,601,5,16.25,52,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain106,W16,471,121.3,592.3,5,12.75,112,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain107,W16,106,33.7,139.7,3,6.5,129,KR,,
Wet,PWC,Present,Wet,Control,Strain108,W16,287,86.7,373.7,6,9.5,146,KR,,
Wet,PWC,Present,Wet,Control,Strain109,W16,207,70.4,277.4,3,10.75,160,KR,,
Wet,PWC,Present,Wet,Control,Strain110,W16,432,114.4,546.4,5,13.25,96,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain111,W16,,,,,,,,,Germition failure
Wet,PWN,Present,Wet,Nitrogen,Strain112,W16,289,95.1,384.1,3,15.25,64,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain113,W16,171,40.3,211.3,3,11,90,KR,,
Wet,PDC,Present,Dry,Control,Strain114,W16,379,136.6,515.6,4,11.5,86,KR,,
Wet,PDC,Present,Dry,Control,Strain115,W16,489,120.6,609.6,6,12,135,KR,,
Wet,PDC,Present,Dry,Control,Strain116,W16,480,124,604,4,14.75,45,KR,,
Wet,PDC,Present,Dry,Control,Strain117,W16,375,121.9,496.9,4,10.25,61,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain118,W16,380,83.2,463.2,5,16,83,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain119,W16,553,92.3,645.3,6,13.5,96,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain120,W16,252,70.4,322.4,3,13.25,105,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain121,W16,458,97.4,555.4,5,12.5,77,KR,,
Wet,AWC,Absent,Wet,Control,Strain122,W16,291,45.4,336.4,4,11,53,KR,,
Wet,AWC,Absent,Wet,Control,Strain123,W16,161,38.1,199.1,4,7.25,135,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain124,W16,297,87.5,384.5,4,13.25,36,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain125,W16,407,121.1,528.1,4,12.5,,,,Missing nodule data
Wet,AWN,Absent,Wet,Nitrogen,Strain126,W16,639,156.6,795.6,5,15,115,KR,,
Wet,ADC,Absent,Dry,Control,Strain127,W16,367,94.1,461.1,4,11.25,95,KR,,
Wet,ADC,Absent,Dry,Control,Strain128,W16,510,160.3,670.3,6,13.25,83,KR,,
Wet,ADC,Absent,Dry,Control,Strain129,W16,285,77.6,362.6,4,14,120,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain130,W16,487,133,620,4,12.25,178,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain131,W16,373,77.3,450.3,6,11.75,167,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain132,W16,377,90.5,467.5,6,11.5,62,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain133,W16,401,131.5,532.5,9,13,62,KR,,
Wet,PWC,Present,Wet,Control,Strain134,W16,404,108.5,512.5,6,12.5,55,KR,,
Wet,PWC,Present,Wet,Control,Strain135,W16,503,124.9,627.9,8,14.5,78,KR,,
Wet,PWC,Present,Wet,Control,Strain136,W16,500,145.9,645.9,4,14.5,83,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain137,W16,359,100.1,459.1,3,17,47,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain138,W16,553,210.9,763.9,4,13.25,37,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain139,W16,356,98.6,454.6,3,12,88,KR,,
Wet,PDC,Present,Dry,Control,Strain140,W16,477,163.3,640.3,6,12.25,48,KR,,
Wet,PDC,Present,Dry,Control,Strain141,W16,595,179.7,774.7,6,13.5,215,KR,,
Wet,PDC,Present,Dry,Control,Strain142,W16,607,145.3,752.3,7,11.5,124,KR,,
Wet,PDC,Present,Dry,Control,Strain143,W16,782,205.9,987.9,8,12.5,75,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain144,W16,527,137.7,664.7,3,13.5,88,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain145,W17,417,95.6,512.6,3,12.5,122,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain146,W17,884,224.9,1108.9,8,12.5,115,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain147,W17,294,101.8,395.8,4,13.5,41,KR,,
Wet,AWC,Absent,Wet,Control,Strain148,W17,287,93.7,380.7,3,10.5,197,KR,,
Wet,AWC,Absent,Wet,Control,Strain149,W17,431,114,545,5,13.75,151,KR,,
Wet,AWC,Absent,Wet,Control,Strain150,W17,360,122.4,482.4,5,12.25,85,KR,,
Wet,ADC,Absent,Dry,Control,Strain151,W17,334,87.6,421.6,5,11,178,KR,,
Wet,ADC,Absent,Dry,Control,Strain152,W17,355,140.8,495.8,6,13.75,83,KR,,
Wet,ADC,Absent,Dry,Control,Strain153,W17,456,155.9,611.9,7,11.75,74,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain154,W17,364,101.9,465.9,3,10.5,57,KR,1,
Wet,ADN,Absent,Dry,Nitrogen,Strain155,W17,511,145.7,656.7,4,12.5,124,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain156,W17,382,117.6,499.6,3,10.25,74,KR,1,
